numstates; 100 
 num value iterations; 30 
 conv type; circular 
conv width; 11 
 channel_i; 1 
 channel_q; 15 
 hidden layer1 size; 30 
hidden layer2 size; 30 
 velocity to reward hidden layer size; 100 
learning rate; 0.000100 
 TAU; 0.001000 
 batch size; 256 
Episodes Spent Training; 50 Episode Eval Avg 
199; -344.773954761
299; -258.69403709
399; -310.02861923
499; -232.110691848
599; -263.353735254
699; -257.399455003
799; -249.99625943
899; -239.664145165
999; -238.747256934
1099; -292.689885023
1199; -283.687831825
1299; -238.705433541
1399; -301.546323907
1499; -246.157973735
1599; -259.051249769
1699; -245.602030085
1799; -237.240749631
1899; -258.401187681
1999; -284.350777961
2099; -208.918113342
2199; -227.342462135
2299; -276.949321831
2399; -231.337235351
2499; -238.502770182
2599; -252.63930919
2699; -246.784108427
2799; -286.358393117
2899; -230.574201309
2999; -250.669809932
3099; -272.18313023
3199; -239.770521169
3299; -227.219259078
3399; -287.389706692
3499; -257.855705958
3599; -261.393688101
3699; -241.272583765
3799; -277.633040254
3899; -228.469659163
3999; -259.460649696
Time Training (4000episodes);29654.58218717575
Evaluation Episode; Reward 
0; -366.614677365
1; -124.239292265
2; -125.469229736
3; -117.869292412
4; -640.977989629
5; -246.440187484
6; -124.463925776
7; -245.287727353
8; -623.484781891
9; -119.270155005
10; -362.835851471
11; -121.449917321
12; -241.706017184
13; -126.514852241
14; -125.810533354
15; -505.292034093
16; -124.376085846
17; -234.36840014
18; -122.00112144
19; -121.165057493
20; -355.211106489
21; -355.441424619
22; -360.922012412
23; -243.460933753
24; -234.816520586
25; -245.101706851
26; -501.923488583
27; -497.992712643
28; -606.643565542
29; -119.953408851
30; -123.466167468
31; -120.817545682
32; -243.206212153
33; -124.085941488
34; -366.600050495
35; -125.517441675
36; -351.986271745
37; -120.418217756
38; -494.243004199
39; -243.403020622
40; -554.956346246
41; -125.452360346
42; -0.389152682005
43; -369.136153419
44; -124.048486182
45; -238.475154531
46; -119.084539806
47; -123.244890293
48; -366.607175609
49; -119.898224122
50; -244.035414234
51; -233.005588113
52; -124.754122325
53; -0.273457468918
54; -121.703440002
55; -660.989243778
56; -123.794266196
57; -239.697861411
58; -123.953460141
59; -120.323843442
60; -121.849863361
61; -352.831880301
62; -364.045033644
63; -122.184200716
64; -237.070951122
65; -123.744265358
66; -124.335786935
67; -505.214430609
68; -238.359509845
69; -243.50699359
70; -353.190766519
71; -121.529057015
72; -235.513180568
73; -237.731939229
74; -124.199395128
75; -641.795523239
76; -120.367124762
77; -0.368428083576
78; -240.614049788
79; -123.998304036
80; -238.76857563
81; -0.328906782022
82; -362.236995765
83; -352.359770032
84; -122.438311144
85; -243.613991546
86; -241.075542995
87; -235.426483958
88; -121.026209548
89; -245.59388599
90; -238.480488901
91; -366.541655636
92; -360.847293368
93; -237.088485405
94; -363.523107294
95; -122.668951416
96; -122.117434492
97; -474.668836381
98; -240.957408886
99; -594.342950899
endExperiment

numstates; 500 
 num value iterations; 30 
 conv type; circular 
conv width; 11 
 channel_i; 1 
 channel_q; 15 
 hidden layer1 size; 30 
hidden layer2 size; 30 
 velocity to reward hidden layer size; 100 
learning rate; 0.000100 
 TAU; 0.001000 
 batch size; 256 
Episodes Spent Training; 50 Episode Eval Avg 
199; -341.775159189
299; -296.771170553
399; -237.571525126
499; -277.504817871
Time Training (500episodes);8602.420198202133
Evaluation Episode; Reward 
0; -1.07526640969
1; -127.822346917
2; -505.144454795
3; -125.431434885
4; -122.728737711
5; -125.236046437
6; -365.059766906
7; -126.498524603
8; -558.928001784
9; -237.824921213
10; -1.12924713405
11; -373.391784438
12; -123.834750604
13; -372.859933139
14; -126.96319241
15; -1.11978455974
16; -120.05439167
17; -123.105685833
18; -124.838632752
19; -120.284483307
20; -491.724397322
21; -246.575035956
22; -123.176128592
23; -356.806846666
24; -123.129224297
25; -123.787716351
26; -125.776142806
27; -374.184219923
28; -121.290752157
29; -513.24602071
30; -621.330833172
31; -1.13452005171
32; -125.903155107
33; -238.077670436
34; -480.952606037
35; -548.059874429
36; -120.317147443
37; -121.379621348
38; -1.1979490156
39; -481.683296122
40; -372.01651679
41; -370.464905316
42; -611.315591995
43; -127.168605849
44; -236.432406006
45; -590.035545593
46; -121.564800067
47; -122.960068424
48; -123.663381319
49; -601.848783626
50; -245.809926214
51; -1.25535401116
52; -358.532369475
53; -126.95886501
54; -120.542045572
55; -240.277306326
56; -126.191480695
57; -1.1287300268
58; -1.08635543873
59; -237.827401564
60; -127.310336693
61; -367.868928507
62; -247.207984838
63; -124.970646903
64; -511.563652135
65; -123.721095964
66; -351.126418756
67; -124.228085393
68; -120.039920762
69; -524.285844166
70; -124.958545141
71; -122.602487179
72; -616.121519595
73; -243.814232772
74; -489.371210348
75; -125.16978058
76; -528.144418348
77; -125.259674802
78; -532.152358238
79; -599.439046317
80; -126.585792196
81; -123.66908312
82; -1.4322015603
83; -125.992711556
84; -124.611324294
85; -125.971755274
86; -598.324276751
87; -240.744125563
88; -606.213680326
89; -121.015839344
90; -528.734628611
91; -356.788492388
92; -242.322331925
93; -245.696209268
94; -239.668964326
95; -126.311922374
96; -373.930495465
